"chunk_id","doc_id","dept","dept_name","source_type","title","section_path","chunk_text","source_url","source_board","source_record_id","crawled_at","missing_fields","metadata_json"
"chunk_00011","doc_f0533e76f754","ai_systems","AI시스템학과","admission","석사과정 Master's","대학원과정 입학 안내 Graduate Admission","[학과] AI시스템학과 [문서] 석사과정 Master's [섹션] 대학원과정 입학 안내 Graduate Admission [유형] admission 석사과정 Master's 과정 Program: 석사과정 Master's 선정 시기 Timing: 최종 합격자 발표 및 석사 OT 이후 매칭 Matched after the final acceptance announcement and Master's orientation","https://ai-systems.kaist.ac.kr/admission-grad","","ai_systems_admission_grad_admission-grad_0d698c2ca6_0d698c2c__item_0014","2026-05-26T13:26:36.697547+00:00","schedule_date","{""admission_type"": ""advisor_matching"", ""source_sheet"": ""admission_clean""}"
"chunk_00012","doc_0da63dd8545f","ai_systems","AI시스템학과","admission","원서접수(서류제출 포함) (석박사/석박사통합 대상) Application (All programs)","대학원과정 입학 안내 Graduate Admission","[학과] AI시스템학과 [문서] 원서접수(서류제출 포함) (석박사/석박사통합 대상) Application (All programs) [섹션] 대학원과정 입학 안내 Graduate Admission [유형] admission 원서접수(서류제출 포함) (석박사/석박사통합 대상) Application (All programs) 구분 Stage: 원서접수(서류제출 포함) (석박사/석박사통합 대상) Application (All programs) 지원일정 Date: 2026. 04. 08 (수) 10:00 ~ 04. 14 (화) 17:30 참수방법 How to Apply: KAIST 입시시스템( gradapply.kaist.ac.kr )에서 지원서 작성 및 전형료 납부 Submit application and pay fee via gradapply.kaist.ac.kr 일정/날짜: 2026-04-08","https://ai-systems.kaist.ac.kr/admission-grad","","ai_systems_admission_grad_admission-grad_0d698c2ca6_0d698c2c__item_0010","2026-05-26T13:26:36.697547+00:00","","{""admission_type"": ""admission_eligibility"", ""source_sheet"": ""admission_clean""}"
"chunk_00013","doc_422f446a6b7a","ai_systems","AI시스템학과","admission","일반 장학생","대학원과정 입학 안내 Graduate Admission","[학과] AI시스템학과 [문서] 일반 장학생 [섹션] 대학원과정 입학 안내 Graduate Admission [유형] admission 일반 장학생 General Scholarship 산업체/연구기관/국가기관/교육기관의 추천을 받아 추천기관이 교육비를 부담하는 제도입니다. 지원자는 소속 기관장으로부터 교육비 부담 및 추천 서류를 제출해야 합니다. This is a system where applicants are recommended by an industrial, research, state, or educational institution, which in turn covers the educational costs. Applicants are required to submit a letter of recommendation and a financial support agreement signed by the head of their respective organization.","https://ai-systems.kaist.ac.kr/admission-grad","","ai_systems_admission_grad_admission-grad_0d698c2ca6_0d698c2c__item_0026","2026-05-26T13:26:36.697547+00:00","schedule_date","{""admission_type"": ""scholarship"", ""source_sheet"": ""admission_clean""}"
"chunk_00014","doc_407f87ee1c95","ai_systems","AI시스템학과","admission","재학생 석박사통합과정 KAIST MS Student Integrated MS-PhD Track","대학원과정 입학 안내 Graduate Admission","[학과] AI시스템학과 [문서] 재학생 석박사통합과정 KAIST MS Student Integrated MS-PhD Track [섹션] 대학원과정 입학 안내 Graduate Admission [유형] admission 재학생 석박사통합과정 KAIST MS Student Integrated MS-PhD Track 과정 Program: 재학생 석박사통합과정 KAIST MS Student Integrated MS-PhD Track 선정 시기 Timing: 원서접수 전 매칭 (원서접수 전 지도예정교수 컨택하여 사전 협의 후 지원, 온라인 원서접수 시 지도예정교수 1명 입력 필수) Matched before application submission (Contact the prospective advisor in advance for prior consultation; one advisor must be entered in the online application form)","https://ai-systems.kaist.ac.kr/admission-grad","","ai_systems_admission_grad_admission-grad_0d698c2ca6_0d698c2c__item_0016","2026-05-26T13:26:36.697547+00:00","schedule_date","{""admission_type"": ""advisor_matching"", ""source_sheet"": ""admission_clean""}"
"chunk_00015","doc_28e8a340620a","ai_systems","AI시스템학과","admission","학-석박통합연계과정","대학원과정 입학 안내 Graduate Admission","[학과] AI시스템학과 [문서] 학-석박통합연계과정 [섹션] 대학원과정 입학 안내 Graduate Admission [유형] admission 학-석박통합연계과정 UG-MS-PhD Integrated 원서접수 전 매칭 (원서접수 전 지도예정교수와 사전협의 후 지원) Matched before application submission (prior consultation with prospective advisor required before applying)","https://ai-systems.kaist.ac.kr/admission-grad","","ai_systems_admission_grad_admission-grad_0d698c2ca6_0d698c2c__item_0036","2026-05-26T13:26:36.697547+00:00","schedule_date","{""admission_type"": ""advisor_matching"", ""source_sheet"": ""admission_clean""}"
"chunk_00016","doc_492e9e98e811","ai_systems","AI시스템학과","admission","1차 서류심사결과 발표 1st Round Results (Document Review)","admission_schedule_or_process","[학과] AI시스템학과 [문서] 1차 서류심사결과 발표 1st Round Results (Document Review) [섹션] admission_schedule_or_process [유형] admission 1차 서류심사결과 발표 1st Round Results (Document Review) 구분 Stage: 1차 서류심사결과 발표 1st Round Results (Document Review) 대상 Applicants: 공통 All 일시 Date: 2026. 05. 14 (목) 14:00 이후 May 14 (Thu), 2026, after 14:00 일정/날짜: 2026-05-14","https://ai-systems.kaist.ac.kr/news","","ai_systems_site_news_news_5d718c2b89_5d718c2b__item_0007","2026-05-26T13:27:21.084886+00:00","","{""admission_type"": ""admission_schedule_or_process"", ""source_sheet"": ""events_clean""}"
"chunk_00017","doc_8cf27ef8e0e9","ai_systems","AI시스템학과","admission","2차 면접 2nd Round (Interview)","admission_schedule_or_process","[학과] AI시스템학과 [문서] 2차 면접 2nd Round (Interview) [섹션] admission_schedule_or_process [유형] admission 2차 면접 2nd Round (Interview) 구분 Stage: 2차 면접 2nd Round (Interview) 대상 Applicants: 공통 All 일시 Date: 2026. 05. 16 (토) ~ 05. 26 (화) May 16 (Sat) ~ May 26 (Tue), 2026 일정/날짜: 2026-05-16","https://ai-systems.kaist.ac.kr/news","","ai_systems_site_news_news_5d718c2b89_5d718c2b__item_0008","2026-05-26T13:27:21.084886+00:00","","{""admission_type"": ""admission_schedule_or_process"", ""source_sheet"": ""events_clean""}"
"chunk_00018","doc_f2ba90aa3b59","ai_systems","AI시스템학과","admission","지원기간 Application Period","admission_schedule_or_process","[학과] AI시스템학과 [문서] 지원기간 Application Period [섹션] admission_schedule_or_process [유형] admission 지원기간 Application Period 구분 Stage: 지원기간 Application Period 대상 Applicants: 신입생 New Applicants 일시 Date: 2026. 03. 27 (금) ~ 04. 07 (화) Mar. 27 (Fri) ~ Apr. 07 (Tue), 2026 일정/날짜: 2026-03-27","https://ai-systems.kaist.ac.kr/news","","ai_systems_site_news_news_5d718c2b89_5d718c2b__item_0005","2026-05-26T13:27:21.084886+00:00","","{""admission_type"": ""admission_schedule_or_process"", ""source_sheet"": ""events_clean""}"
"chunk_00019","doc_87b2ad34e2f6","ai_systems","AI시스템학과","asset","042-350-XXXX","Contact","[학과] AI시스템학과 [문서] 042-350-XXXX [섹션] Contact [유형] asset 자료 유형: phone 자료명: 042-350-XXXX URL: tel:042-350-XXXX","https://ai-systems.kaist.ac.kr/","","ai_systems_home_인공지능 시스템의 미래를 설계하는 혁신의 중심, KAIST AI시스템학과 Designing the Futur_d2b23c11__item_0004","2026-05-26T13:26:12.858070+00:00","filename","{""asset_type"": ""phone"", ""url"": ""tel:042-350-XXXX"", ""filename"": null}"
"chunk_00020","doc_03805a9a27e3","ai_systems","AI시스템학과","asset","ai_office@kaist.ac.kr","Contact","[학과] AI시스템학과 [문서] ai_office@kaist.ac.kr [섹션] Contact [유형] asset 자료 유형: email 자료명: ai_office@kaist.ac.kr URL: mailto:ai_office@kaist.ac.kr","https://ai-systems.kaist.ac.kr/","","ai_systems_home_인공지능 시스템의 미래를 설계하는 혁신의 중심, KAIST AI시스템학과 Designing the Futur_d2b23c11__item_0004","2026-05-26T13:26:12.858070+00:00","filename","{""asset_type"": ""email"", ""url"": ""mailto:ai_office@kaist.ac.kr"", ""filename"": null}"
"chunk_00021","doc_97204880a933","ai_systems","AI시스템학과","asset","입학처 홈페이지 바로가기 Go to Admissions Website","대학원과정 입학 안내 Graduate Admission","[학과] AI시스템학과 [문서] 입학처 홈페이지 바로가기 Go to Admissions Website [섹션] 대학원과정 입학 안내 Graduate Admission [유형] asset 자료 유형: external 자료명: 입학처 홈페이지 바로가기 Go to Admissions Website URL: https://gradapply.kaist.ac.kr/grad/","https://ai-systems.kaist.ac.kr/admission-grad","","ai_systems_admission_grad_admission-grad_0d698c2ca6_0d698c2c__item_0018","2026-05-26T13:26:36.697547+00:00","filename","{""asset_type"": ""external"", ""url"": ""https://gradapply.kaist.ac.kr/grad/"", ""filename"": null}"
"chunk_00022","doc_a300d85adc03","ai_systems","AI시스템학과","asset","입학처 홈 Admissions Home KAIST 입학처 메인 홈페이지를 방문하세요. Visit the main KAIST Admissions homepage. → Learn more →","학사과정 입학 안내 Undergraduate Admission","[학과] AI시스템학과 [문서] 입학처 홈 Admissions Home KAIST 입학처 메인 홈페이지를 방문하세요. Visit the main KAIST Admissions homepage. → Learn more → [섹션] 학사과정 입학 안내 Undergraduate Admission [유형] asset 자료 유형: external 자료명: 입학처 홈 Admissions Home KAIST 입학처 메인 홈페이지를 방문하세요. Visit the main KAIST Admissions homepage. → Learn more → URL: https://admission.kaist.ac.kr/home","https://ai-systems.kaist.ac.kr/admission-ug","","ai_systems_admission_ug_admission-ug_4aebc9dec9__asset_block_0004","2026-05-26T13:26:32.463430+00:00","filename","{""asset_type"": ""external"", ""url"": ""https://admission.kaist.ac.kr/home"", ""filename"": null}"
"chunk_00023","doc_6a133d87a301","ai_systems","AI시스템학과","attachment_pdf","AI_Systems_Grad_Info_20260319.pdf","PDF 첨부자료 part 2","[학과] AI시스템학과 [문서] AI_Systems_Grad_Info_20260319.pdf [섹션] PDF 첨부자료 part 2 [유형] attachment_pdf Hidden Cost: AI 모델 학습 비용의 70% 이상이 컴퓨팅 인프라 비용 No Infrastructure, No Intelligence: 최고의 알고리즘도 하드웨어 없이는 단순한 수학 공식에 불과 AI 서비스: 빙산의 일각 [PDF page 4] The Great Compute Crunch (컴퓨팅의 위기: 병목현상의 심화) Computing Demand Explodes: 지난 10년간 AI 학습 연산량은 100억배 증가 Moore’s Law is Not Enough: 단순 공정 미세화만으로는 폭발하는 AI의 요구사항을 더 이상 충족할 수 없음 The Savior is System Innovation: 이 격차를 메울 유일한 해법은 새로운 ‘시스템 인프라’ 혁신 뿐 [PDF page 5] 새로운 골드러시: 곡괭이와 삽 산업적 관점: AI 시대의 부가가치는 소프트웨어에서 ‘시스템’으로 이동 중 Software is infinite, Hardware is Scarce. 소프트웨어는 무한히 복제 가능하지만, 고성능 반도체와 시스템은 공급이 제한적 가치는 희소한 곳으로 이동 Energy is the Currency. 미래 AI 경쟁력의 척도는 ‘알고리즘의 우수성’보다 ‘전력 효율성(Watt/FLOPs)’이 될 것. “Software creates the Brain, but Hardware creates the Life.” (소프트웨어가 뇌를 설계한다면, 하드웨어는 그 뇌에 생명을 불어넣습니다.) [PDF page 6] What is an AI System (AI 시스템의 범위) Vertical Integration (수직적 통합)을 통해 최적의 성능을 이끌어냅니다. [PDF page 7] AI의 현재: 분절된 두 개의 세계 기존 교육 방식의 한계: 지나치게 세분화된 기술 연구로 인한 파편화 [PDF page 8] 미래의 리더: HW/SW 코-디자인 실리콘부터 애플리케이션까지 아우르는 전문가 양성 [PDF page 9] “AI 시스템 학과”는 어떤 곳인가요 [PDF page 10] AI 대학 구성과 설립 목표 KAIST College of AI, Where AI-Natives Create the Future AI시스템학과 [PDF page 11] AI 시스템 학과 설립 목표 From Silicon to Systems, Architecting the Future of AI Infrastructure AI 구동을 위한 반도체, 하드웨어/소프트웨어 아키텍처부터 멀티모달 상호작용을 위한 통합 시스템까지 아우르는 통합형 AI 시스템 전문가를 양성합니다. [PDF page 12] 전세계에 증명된 KAIST의 뛰어난 AI 시스템 역량 [PDF page 13] 권지민 Kwon, Jimin 3D IC & Advanced Packaging for AI Systems Device","https://ai-systems.kaist.ac.kr/attachments/AI_Systems_Grad_Info_20260319.pdf","admission_ug","AI_Systems_Grad_Info_20260319.pdf","2026-05-26T13:26:32.463430+00:00","","{""filename"": ""AI_Systems_Grad_Info_20260319.pdf"", ""local_path"": ""E:\\workspace\\kaist_crawling\\data\\ai_college_current\\attachments\\ai_systems\\f4804d160a_AI_Systems_Grad_Info_20260319.pdf"", ""part"": 2}"
"chunk_00024","doc_6a133d87a301","ai_systems","AI시스템학과","attachment_pdf","AI_Systems_Grad_Info_20260319.pdf","PDF 첨부자료 part 4","[학과] AI시스템학과 [문서] AI_Systems_Grad_Info_20260319.pdf [섹션] PDF 첨부자료 part 4 [유형] attachment_pdf 전 AI 시대의 인프라 계층을 담당할 핵심 인재 양성 K-반도체 역량과 통합 시스템 설계 역량의 연계 AI 시스템 기술의 글로벌 리더십 확보 [PDF page 20] 무엇이 우리를 특별하게 하는가: 3대 핵심 전략 [PDF page 21] 통합 교육: 하나의 언어로 말하는 하드웨어와 소프트웨어 [PDF page 22] 산업 연계: 이론이 가치로, 아이디어가 창업으로 [PDF page 23] 선도 연구: [PDF page 24] 18 32 학부 과정: 단단한 기초 위에 세우는 AI 시스템 전문가 총 138학점 이상 총 50학점 이상 (필수 18 / 선택 32) 대학원 진학, 산업계 진출, 창업에 필요한 AI 시스템 핵심 지식 습득 대학원 진학, 산업계 진출, 창업에 필요한 AI 시스템 핵심 지식 습득 AI 시스템 실습, 캡스톤 프로젝트, 졸업연구 프로젝트, 인턴십 기회 등을 통한 구현 및 응용 능력 배양 [PDF page 25] 18 32 대학원 과정: 세상을 선도할 AI 시스템 연구의 최전선에서 세계 최고 수준의 AI 시스템 회사(창업 포함), 연구기관 등에서 미래 기술의 실현을 주도할 정상급 인재 양성 석사: 총 33학점 이상 박사: 총 60학점 이상 석사: 전공선택 18, 연구 박사: 전공선택 27, 연구 30 최첨단 AI 시스템 기술들에 대한 지식 및 경험 습득 기회, AI 시스템 계층을 넘나드는 통합 연구를 위한 다양한 환경 및 지원 제공 [PDF page 26] 대학원 과정: 세상을 선도할 AI 시스템 연구의 최전선에서 [PDF page 27] 이번 “입시”는 어떻게 진행되나요 [PDF page 28] 2026년 가을학기 AI 시스템 학과 대학원 모집 분야 모집 과정 국비장학생 KAIST장학생 일반장학생 석사과정 모집 모집 모집 박사과정 모집 모집 모집 (신입생)석박사통합과정 모집 모집 모집 (재학생)석박사통합과정 모집 모집 모집 모집 ※ 상세 내용은 KAIST 대학원 모집 요강(https://admission.kaist.ac.kr/graduate)을 참조하시기 바랍니다. 모집 모집 모집 모집 모집 [PDF page 29] 2026년 가을학기 AI 시스템 학과 대학원 모집 주요 일정 ※ 상세 내용은 KAIST 대학원 모집 요강(https://admission.kaist.ac.kr/graduate)을 참조하시기 바랍니다. 구분 대상 일시 지원 기간 신입생 2026. 03. 27 (금) ~ 04. 07 (화) KAIST 석사 재학생 2026. 04. 08 (수) ~ 04. 14 (화) 1차 서류심사 결과 발표 공통 2026. 05. 14 (목) 14:00 이후 2차 면접 공통 2026. 05. 16 (토) ~ 05. 26 (화) 최종 합격자 발표 공통 2026. 06. 25 (목) 14:00 이후 [PDF page 30] 우리는 이런 인재를 찾습니다 [P","https://ai-systems.kaist.ac.kr/attachments/AI_Systems_Grad_Info_20260319.pdf","admission_ug","AI_Systems_Grad_Info_20260319.pdf","2026-05-26T13:26:32.463430+00:00","","{""filename"": ""AI_Systems_Grad_Info_20260319.pdf"", ""local_path"": ""E:\\workspace\\kaist_crawling\\data\\ai_college_current\\attachments\\ai_systems\\f4804d160a_AI_Systems_Grad_Info_20260319.pdf"", ""part"": 4}"
"chunk_00025","doc_6a133d87a301","ai_systems","AI시스템학과","attachment_pdf","AI_Systems_Grad_Info_20260319.pdf","PDF 첨부자료 part 3","[학과] AI시스템학과 [문서] AI_Systems_Grad_Info_20260319.pdf [섹션] PDF 첨부자료 part 3 [유형] attachment_pdf 문재균 Moon, Jaekyun AI/ML & Distributed Storage, Information Theory Communication 이슬기 Lee, Seulki On-Device AI, Embedded AI System Computer 이영주 Lee, Youngjoo VLSI Signal Processing, Digital SoC Design for AI Systems Circuit 정완영 Jung, Wanyeong Ultra-Low-Power Integrated Circuits for AI Systems Circuit 제민규 Je, Minkyu Integrated Circuits for Secure & Autonomous Physical AI Systems Circuit 최정우 Choi, Jung-Woo AI–Based Audio Signal Processing & Sound Field Control Signal 전임 교수진: Global Leaders in the Field [PDF page 14] 겸임 교수진: 33 Experts Across Diverse Areas 강익성강준혁김동준김봉진김상식김성민김용대김주영김창익김훈노용만 명현배준우배현민백재일서창호송영민신영수심현철안희진원유집유민수 유창동이성주이정용장동의정명수정혜원조성환최성율최진석하정석Ian Oakley [PDF page 15] Computer 9명 (28%) Signal 8명 (24%) Circuit 5명 (15%) Communication 5명 (15%) Wave 4명 (12%) Device 2명 (6%) 강력한 AI 시스템 핵심 역량 하드웨어와 소프트웨어의 밸런스 광범위한 기술 커버리지 분야 간 융합 시너지 겸임 교수진: 33 Experts Across Diverse Areas [PDF page 16] 주요 교육 및 연구 분야 [PDF page 17] AI Semiconductor Integrated Circuits AI 워크로드에 최적화된 실리콘 칩 PIM (Processing-in-Memory) 대규모 모델 학습 및 추론의 메모리 병목 현상 극복 Advanced Packaging 고밀도 집적을 위한 3D 적층 및 이종 집적 기술 Thermal & Power Management 대규모 AI 데이터센터의 에너지 효율 문제 해결 AI 인프라의 핵심: 고성능 저전력 하드웨어 [PDF page 18] Architecture & Security 데이터 흐름을 위한 안전하고 효율적인 구조 설계 On-Device AI 클라우드를 넘어 에지 디바이스로의 지능 확장 Physical AI 실제 세계와 상호작용하는 로보틱스 및 자율주행차 Multi-Modal Interaction 시각, 음성, 언어 처리를 위한 통합 시스템 지능의 구현: 시스템 아키텍처와 응용 [PDF page 19] 전략적 중요성 및 비","https://ai-systems.kaist.ac.kr/attachments/AI_Systems_Grad_Info_20260319.pdf","admission_ug","AI_Systems_Grad_Info_20260319.pdf","2026-05-26T13:26:32.463430+00:00","","{""filename"": ""AI_Systems_Grad_Info_20260319.pdf"", ""local_path"": ""E:\\workspace\\kaist_crawling\\data\\ai_college_current\\attachments\\ai_systems\\f4804d160a_AI_Systems_Grad_Info_20260319.pdf"", ""part"": 3}"
